sale_price,sqft,bedrooms,bathrooms,neighborhood,neighborhood_score,year_built,garage,pool,sale_date,property_type,price_per_sqft,property_age,age_category,total_rooms,luxury_score,sale_month,sale_quarter,sale_year,is_weekend_sale
521373.67,527.0,2,1.7,Suburbs,0.7,2021,2,1,2022-05-14,Single Family,989.3238519924098,5,Modern,3.7,7.5,5,2,2022,1
662219.13,976.0,4,3.2,Riverside,0.85,2016,2,0,2023-09-22,Single Family,678.5032069672131,10,Modern,7.2,6.25,9,3,2023,0
669180.9,2020.0,2,1.9,Suburbs,0.7,1987,1,1,2020-04-13,Townhouse,331.27767326732675,39,Vintage,3.9,6.5,4,2,2020,0
738550.18,2414.0,1,1.0,Suburbs,0.7,2001,1,0,2022-02-19,Single Family,305.94456503728253,25,Vintage,2.0,4.5,2,1,2022,1
610428.3,1419.0,2,1.6,Industrial,0.4,2012,0,0,2023-07-29,Single Family,430.1820295983087,14,Modern,3.6,2.0,7,3,2023,1
906062.35,2149.0,5,3.5,Hillside,0.95,2001,2,0,2023-11-21,Townhouse,421.6204513727315,25,Vintage,8.5,6.75,11,4,2023,0
753403.24,1395.0,3,2.7,Downtown,0.9,2009,3,0,2023-12-21,Condo,540.0740071684588,17,Modern,5.7,7.5,12,4,2023,0
608843.41,1510.0,1,1.4,Downtown,0.9,1962,2,0,2023-01-13,Multi-Family,403.20755629139074,64,Historic,2.4,6.5,1,1,2023,0
601558.69,874.0,5,3.9,Riverside,0.85,1966,1,0,2023-08-05,Townhouse,688.2822540045765,60,Historic,8.9,5.25,8,3,2023,1
638176.26,1261.0,4,3.3,Riverside,0.85,1979,1,0,2022-09-27,Condo,506.0874385408406,47,Vintage,7.3,5.25,9,3,2022,0
471360.01,918.0,4,2.9,Industrial,0.4,1987,1,0,2020-11-18,Townhouse,513.4640631808279,39,Vintage,6.9,3.0,11,4,2020,0
647016.3,1998.0,5,4.0,Downtown,0.9,1960,2,0,2022-02-13,Multi-Family,323.831981981982,66,Historic,9.0,6.5,2,1,2022,1
851974.22,2842.0,2,2.0,Hillside,0.95,1976,1,0,2021-12-19,Condo,299.77980999296267,50,Historic,4.0,5.75,12,4,2021,1
578603.79,1240.0,4,3.1,Industrial,0.4,1987,1,0,2021-12-30,Townhouse,466.61595967741937,39,Vintage,7.1,3.0,12,4,2021,0
674862.66,2394.0,4,3.0,Industrial,0.4,1975,2,0,2020-03-16,Townhouse,281.8975187969925,51,Historic,7.0,4.0,3,1,2020,0
819331.33,2147.0,4,3.4,Riverside,0.85,1982,2,0,2024-01-06,Single Family,381.6168281322776,44,Vintage,7.4,6.25,1,1,2024,1
659870.66,1313.0,3,2.9,Downtown,0.9,1981,2,0,2021-09-19,Multi-Family,502.56714394516376,45,Vintage,5.9,6.5,9,3,2021,1
726306.82,2560.0,4,3.3,Industrial,0.4,2003,1,0,2021-11-26,Townhouse,283.7136015625,23,Vintage,7.3,3.0,11,4,2021,0
638741.49,1539.0,2,1.8,Suburbs,0.7,1974,0,0,2023-10-20,Multi-Family,415.03670565302144,52,Historic,3.8,3.5,10,4,2023,0
722744.88,2097.0,3,2.2,Riverside,0.85,1973,1,0,2020-03-06,Single Family,344.65659513590845,53,Historic,5.2,5.25,3,1,2020,0
951849.75,4048.0,2,2.3,Suburbs,0.7,1989,1,1,2023-02-01,Multi-Family,235.14074851778656,37,Vintage,4.3,6.5,2,1,2023,0
742244.99,1923.0,5,3.9,Riverside,0.85,1976,2,0,2020-02-13,Multi-Family,385.9828341133645,50,Historic,8.9,6.25,2,1,2020,0
831127.93,2919.0,2,2.1,Suburbs,0.7,1995,2,0,2022-05-18,Multi-Family,284.730363138061,31,Vintage,4.1,5.5,5,2,2022,0
747706.72,1437.0,3,2.8,Downtown,0.9,2018,3,1,2023-12-12,Townhouse,520.3247877522616,8,Modern,5.8,9.5,12,4,2023,0
797569.67,1972.0,3,2.4,Downtown,0.9,2018,1,0,2023-03-09,Single Family,404.4470943204868,8,Modern,5.4,5.5,3,1,2023,0
1058608.06,3416.0,5,3.9,Hillside,0.95,1988,1,0,2023-03-03,Townhouse,309.8969730679157,38,Vintage,8.9,5.75,3,1,2023,0
627295.76,1498.0,3,3.0,Hillside,0.95,1978,1,1,2020-08-11,Townhouse,418.7555140186916,48,Vintage,6.0,7.75,8,3,2020,0
998463.01,3449.0,4,3.0,Hillside,0.95,1980,2,1,2021-09-03,Single Family,289.49347926935343,46,Vintage,7.0,8.75,9,3,2021,0
746950.6,2566.0,4,3.9,Industrial,0.4,2014,2,0,2020-03-20,Single Family,291.0953234606391,12,Modern,7.9,4.0,3,1,2020,0
649218.64,1550.0,3,2.4,Riverside,0.85,1964,1,0,2022-06-11,Single Family,418.85073548387095,62,Historic,5.4,5.25,6,2,2022,1
770894.8,2505.0,3,2.2,Industrial,0.4,2023,2,0,2023-12-03,Condo,307.74243512974056,3,New,5.2,4.0,12,4,2023,1
872590.7,2778.0,4,3.3,Hillside,0.95,1958,1,0,2022-01-02,Townhouse,314.10752339812814,68,Historic,7.3,5.75,1,1,2022,1
848170.77,2497.0,5,4.7,Riverside,0.85,1962,2,0,2023-09-28,Multi-Family,339.6759191029235,64,Historic,9.7,6.25,9,3,2023,0
484844.51,743.0,4,2.7,Industrial,0.4,1994,0,0,2022-09-25,Condo,652.5498115746972,32,Vintage,6.7,2.0,9,3,2022,1
627154.89,1418.0,2,1.9,Downtown,0.9,1955,1,0,2024-01-03,Condo,442.28130465444286,71,Historic,3.9,5.5,1,1,2024,0
749444.7,1801.0,4,3.4,Riverside,0.85,1993,2,0,2022-04-07,Condo,416.1269850083287,33,Vintage,7.4,6.25,4,2,2022,0
698592.63,1940.0,3,2.6,Hillside,0.95,1951,1,0,2020-04-17,Condo,360.099293814433,75,Historic,5.6,5.75,4,2,2020,0
841381.24,2496.0,3,2.7,Downtown,0.9,1978,2,0,2022-06-21,Single Family,337.09184294871795,48,Vintage,5.7,6.5,6,2,2022,0
768450.19,2142.0,4,3.1,Riverside,0.85,1997,2,0,2020-04-22,Single Family,358.75359010270773,29,Vintage,7.1,6.25,4,2,2020,0
443794.61,931.0,2,1.7,Industrial,0.4,1961,1,1,2023-04-13,Multi-Family,476.68593984962405,65,Historic,3.7,5.0,4,2,2023,0
829935.69,2304.0,4,3.3,Hillside,0.95,2016,1,1,2020-05-09,Condo,360.21514322916664,10,Modern,7.3,7.75,5,2,2020,1
750296.17,2488.0,3,2.3,Industrial,0.4,1999,2,1,2022-03-15,Condo,301.5659847266881,27,Vintage,5.3,6.0,3,1,2022,0
823044.17,2447.0,4,3.3,Downtown,0.9,1960,0,0,2022-04-16,Single Family,336.3482509194933,66,Historic,7.3,4.5,4,2,2022,1
789629.5,2864.0,2,1.8,Downtown,0.9,1954,1,0,2020-04-11,Single Family,275.70862430167597,72,Historic,3.8,5.5,4,2,2020,1
866026.48,2667.0,3,2.5,Downtown,0.9,1994,2,1,2023-06-15,Condo,324.7193400824897,32,Vintage,5.5,8.5,6,2,2023,0
811056.52,2367.0,4,3.4,Riverside,0.85,2023,1,0,2020-10-04,Condo,342.6516772285594,3,New,7.4,5.25,10,4,2020,1
711148.01,1943.0,1,1.0,Hillside,0.95,1996,0,0,2022-04-17,Single Family,366.00515182707153,30,Vintage,2.0,4.75,4,2,2022,1
511596.34,671.0,2,1.8,Downtown,0.9,1955,2,0,2022-03-23,Single Family,762.4386587183309,71,Historic,3.8,6.5,3,1,2022,0
783452.91,2343.0,5,4.7,Industrial,0.4,2018,3,0,2022-09-22,Townhouse,334.38024327784893,8,Modern,9.7,5.0,9,3,2022,0
754531.47,2166.0,2,1.6,Hillside,0.95,2012,1,0,2022-09-26,Townhouse,348.35247922437674,14,Modern,3.6,5.75,9,3,2022,0
818218.65,1998.0,5,4.4,Industrial,0.4,2016,2,1,2023-06-19,Multi-Family,409.51884384384385,10,Modern,9.4,6.0,6,2,2023,0
523037.11,978.0,2,1.9,Industrial,0.4,1996,2,0,2023-11-01,Townhouse,534.8027709611451,30,Vintage,3.9,4.0,11,4,2023,0
533764.05,1135.0,3,2.4,Downtown,0.9,1983,1,0,2020-09-09,Multi-Family,470.2766960352423,43,Vintage,5.4,5.5,9,3,2020,0
903588.61,2842.0,4,2.9,Hillside,0.95,1961,0,0,2023-07-21,Multi-Family,317.94110133708654,65,Historic,6.9,4.75,7,3,2023,0
730498.96,1968.0,3,2.6,Suburbs,0.7,1976,1,1,2023-06-08,Townhouse,371.18849593495935,50,Historic,5.6,6.5,6,2,2023,0
850047.89,2545.0,3,3.0,Riverside,0.85,2018,2,1,2022-03-24,Condo,334.0070294695481,8,Modern,6.0,8.25,3,1,2022,0
746230.47,2022.0,3,2.5,Suburbs,0.7,2017,1,0,2021-12-09,Single Family,369.0556231454006,9,Modern,5.5,4.5,12,4,2021,0
735968.46,2023.0,4,3.3,Riverside,0.85,1977,2,0,2022-02-15,Multi-Family,363.8005239742956,49,Vintage,7.3,6.25,2,1,2022,0
867260.59,2750.0,2,2.2,Hillside,0.95,2020,2,0,2021-10-15,Condo,315.36748727272726,6,Modern,4.2,6.75,10,4,2021,0
703677.39,1587.0,3,2.7,Downtown,0.9,1994,1,0,2021-12-05,Townhouse,443.40100189035917,32,Vintage,5.7,5.5,12,4,2021,1
730287.04,1998.0,3,1.4,Hillside,0.95,1951,2,0,2023-08-12,Townhouse,365.509029029029,75,Historic,4.4,6.75,8,3,2023,1
595418.77,1630.0,3,2.6,Suburbs,0.7,1958,0,1,2021-10-23,Condo,365.2875889570552,68,Historic,5.6,5.5,10,4,2021,1
530335.22,1652.0,2,2.4,Industrial,0.4,1980,2,0,2020-01-15,Multi-Family,321.02616222760287,46,Vintage,4.4,4.0,1,1,2020,0
733086.36,1752.0,3,2.6,Riverside,0.85,1985,0,0,2022-07-09,Multi-Family,418.42828767123285,41,Vintage,5.6,4.25,7,3,2022,1
689304.14,2177.0,3,1.8,Riverside,0.85,1964,1,0,2020-06-27,Condo,316.6302893890675,62,Historic,4.8,5.25,6,2,2020,1
653672.21,1617.0,1,1.3,Suburbs,0.7,2011,1,0,2023-05-31,Multi-Family,404.2499752628324,15,Modern,2.3,4.5,5,2,2023,0
851553.35,3004.0,1,1.1,Downtown,0.9,1980,2,0,2023-12-20,Single Family,283.4731524633822,46,Vintage,2.1,6.5,12,4,2023,0
673086.87,1284.0,3,2.1,Hillside,0.95,1976,3,0,2023-05-23,Townhouse,524.2109579439252,50,Historic,5.1,7.75,5,2,2023,0
595538.57,1850.0,3,2.1,Suburbs,0.7,1951,1,1,2021-10-18,Townhouse,321.91274054054054,75,Historic,5.1,6.5,10,4,2021,0
744351.51,1648.0,4,3.6,Hillside,0.95,2022,0,1,2021-01-16,Multi-Family,451.6696055825243,4,New,7.6,6.75,1,1,2021,1
921330.09,3157.0,3,2.4,Downtown,0.9,1992,1,0,2021-11-04,Condo,291.8372157111181,34,Vintage,5.4,5.5,11,4,2021,0
567519.81,2157.0,1,1.0,Industrial,0.4,1950,1,0,2022-08-22,Single Family,263.10607788595274,76,Historic,2.0,3.0,8,3,2022,0
874515.61,2825.0,3,2.6,Hillside,0.95,1958,2,0,2020-02-16,Multi-Family,309.5630477876106,68,Historic,5.6,6.75,2,1,2020,1
542233.29,811.0,1,1.0,Downtown,0.9,2009,3,0,2021-11-12,Condo,668.5983847102343,17,Modern,2.0,7.5,11,4,2021,0
798132.54,2213.0,4,3.3,Suburbs,0.7,1951,2,0,2023-10-05,Multi-Family,360.6563669227293,75,Historic,7.3,5.5,10,4,2023,0
836505.29,2711.0,5,3.9,Industrial,0.4,2007,1,1,2021-05-18,Condo,308.5596790852084,19,Modern,8.9,5.0,5,2,2021,0
643608.8,2065.0,3,2.2,Industrial,0.4,2014,1,0,2020-04-18,Condo,311.6749636803874,12,Modern,5.2,3.0,4,2,2020,1
738304.38,2852.0,3,2.4,Industrial,0.4,1961,1,1,2023-04-19,Townhouse,258.8725035063114,65,Historic,5.4,5.0,4,2,2023,0
846864.23,3127.0,3,2.6,Downtown,0.9,1959,2,0,2020-01-14,Condo,270.82322673488966,67,Historic,5.6,6.5,1,1,2020,0
1079619.64,3839.0,4,3.3,Hillside,0.95,2014,1,0,2021-08-01,Multi-Family,281.2241833810888,12,Modern,7.3,5.75,8,3,2021,1
614378.62,1709.0,2,2.5,Suburbs,0.7,2014,1,0,2020-08-17,Multi-Family,359.49597425394967,12,Modern,4.5,4.5,8,3,2020,0
544244.06,1643.0,2,2.1,Industrial,0.4,2010,1,0,2021-06-15,Condo,331.2501886792453,16,Modern,4.1,3.0,6,2,2021,0
887337.49,3162.0,3,2.9,Industrial,0.4,2018,2,0,2024-01-08,Single Family,280.62539215686274,8,Modern,5.9,4.0,1,1,2024,0
840351.04,3263.0,4,3.3,Industrial,0.4,1984,2,0,2020-05-30,Townhouse,257.539393196445,42,Vintage,7.3,4.0,5,2,2020,1
607016.54,1581.0,3,2.7,Downtown,0.9,1960,3,0,2021-06-18,Condo,383.94468058191023,66,Historic,5.7,7.5,6,2,2021,0
736625.14,1663.0,5,3.9,Suburbs,0.7,2017,1,0,2022-07-28,Multi-Family,442.9495730607336,9,Modern,8.9,4.5,7,3,2022,0
653892.13,1774.0,1,1.4,Downtown,0.9,1987,0,0,2023-11-13,Multi-Family,368.59759301014657,39,Vintage,2.4,4.5,11,4,2023,0
619715.0,924.0,3,2.6,Suburbs,0.7,1988,0,1,2023-05-09,Condo,670.6872294372295,38,Vintage,5.6,5.5,5,2,2023,0
633723.52,1265.0,4,3.4,Hillside,0.95,1970,1,0,2020-07-29,Townhouse,500.96720948616604,56,Historic,7.4,5.75,7,3,2020,0
569120.02,1196.0,2,1.9,Riverside,0.85,1985,0,0,2021-08-03,Multi-Family,475.8528595317726,41,Vintage,3.9,4.25,8,3,2021,0
635028.0,1385.0,3,2.6,Suburbs,0.7,2021,1,1,2021-04-10,Townhouse,458.50397111913355,5,Modern,5.6,6.5,4,2,2021,1
706735.29,1972.0,2,2.8,Downtown,0.9,1969,0,0,2021-10-06,Multi-Family,358.3850354969574,57,Historic,4.8,4.5,10,4,2021,0
732016.12,2187.0,1,1.0,Downtown,0.9,1992,1,1,2024-01-08,Townhouse,334.7124462734339,34,Vintage,2.0,7.5,1,1,2024,0
898233.61,3240.0,2,1.7,Downtown,0.9,1970,1,0,2020-08-18,Condo,277.2325956790123,56,Historic,3.7,5.5,8,3,2020,0
709171.03,1201.0,5,4.2,Riverside,0.85,1984,1,0,2021-08-11,Townhouse,590.4837885095753,42,Vintage,9.2,5.25,8,3,2021,0
858635.2,2787.0,3,2.4,Suburbs,0.7,2013,2,0,2020-09-10,Condo,308.08582705418013,13,Modern,5.4,5.5,9,3,2020,0
715532.01,1828.0,4,3.2,Suburbs,0.7,1981,1,0,2021-12-30,Townhouse,391.4288894967177,45,Vintage,7.2,4.5,12,4,2021,0
727140.65,1960.0,3,2.3,Suburbs,0.7,1985,2,1,2023-05-16,Condo,370.9901275510204,41,Vintage,5.3,7.5,5,2,2023,0
812331.57,2539.0,3,2.7,Suburbs,0.7,2018,0,0,2021-06-06,Multi-Family,319.94153997636863,8,Modern,5.7,3.5,6,2,2021,1
497438.38,1101.0,3,2.8,Industrial,0.4,2001,1,0,2020-03-07,Townhouse,451.80597638510443,25,Vintage,5.8,3.0,3,1,2020,1
749414.37,2305.0,5,3.9,Industrial,0.4,1953,2,0,2022-05-30,Condo,325.1255401301518,73,Historic,8.9,4.0,5,2,2022,0
773167.1,2133.0,4,3.5,Downtown,0.9,1956,1,1,2023-10-05,Single Family,362.47871542428504,70,Historic,7.5,7.5,10,4,2023,0
756318.01,2393.0,4,2.7,Industrial,0.4,2020,3,1,2020-02-20,Multi-Family,316.0543292937735,6,Modern,6.7,7.0,2,1,2020,0
619283.95,2231.0,1,1.0,Suburbs,0.7,1973,0,0,2020-11-11,Townhouse,277.58133124159565,53,Historic,2.0,3.5,11,4,2020,0
1025893.95,3964.0,3,2.5,Suburbs,0.7,1970,1,0,2022-03-23,Townhouse,258.80271190716445,56,Historic,5.5,4.5,3,1,2022,0
642856.64,1489.0,3,2.2,Industrial,0.4,2006,0,0,2024-01-07,Single Family,431.73716588314306,20,Vintage,5.2,2.0,1,1,2024,1
762423.66,1575.0,5,3.5,Hillside,0.95,2022,1,1,2020-03-16,Condo,484.07851428571433,4,New,8.5,7.75,3,1,2020,0
592257.64,1501.0,2,1.8,Downtown,0.9,1968,2,0,2021-11-24,Single Family,394.57537641572287,58,Historic,3.8,6.5,11,4,2021,0
660701.87,1490.0,3,3.0,Downtown,0.9,1981,0,0,2020-05-28,Condo,443.42407382550334,45,Vintage,6.0,4.5,5,2,2020,0
839982.96,2951.0,2,1.7,Downtown,0.9,1983,1,0,2022-01-16,Townhouse,284.64349711962046,43,Vintage,3.7,5.5,1,1,2022,1
882941.31,3136.0,2,2.1,Downtown,0.9,1965,2,0,2023-06-11,Townhouse,281.55016262755106,61,Historic,4.1,6.5,6,2,2023,1
577784.87,1334.0,3,3.0,Downtown,0.9,1953,0,0,2020-03-21,Single Family,433.12209145427283,73,Historic,6.0,4.5,3,1,2020,1
786600.34,2377.0,4,3.2,Suburbs,0.7,2005,0,0,2020-11-06,Condo,330.92147244425746,21,Vintage,7.2,3.5,11,4,2020,0
739952.09,1558.0,4,2.8,Downtown,0.9,1989,1,0,2024-01-12,Townhouse,474.93715661103977,37,Vintage,6.8,5.5,1,1,2024,0
777419.95,2506.0,2,1.9,Suburbs,0.7,1999,1,0,2022-11-05,Condo,310.2234437350359,27,Vintage,3.9,4.5,11,4,2022,1
738414.27,2162.0,3,2.3,Industrial,0.4,1989,2,0,2023-11-30,Single Family,341.5422155411656,37,Vintage,5.3,4.0,11,4,2023,0
431395.71,787.0,1,1.0,Industrial,0.4,1998,3,0,2023-09-28,Townhouse,548.1521092757306,28,Vintage,2.0,5.0,9,3,2023,0
976010.21,3238.0,5,3.9,Downtown,0.9,1997,3,1,2020-05-27,Multi-Family,301.42378319950586,29,Vintage,8.9,9.5,5,2,2020,0
901062.94,3436.0,3,2.5,Suburbs,0.7,1955,1,0,2021-01-18,Single Family,262.24183352735736,71,Historic,5.5,4.5,1,1,2021,0
658952.5,1509.0,3,2.6,Suburbs,0.7,1954,0,0,2023-12-27,Condo,436.681577203446,72,Historic,5.6,3.5,12,4,2023,0
666716.24,1689.0,3,2.8,Suburbs,0.7,1994,1,0,2023-09-13,Multi-Family,394.7402249851983,32,Vintage,5.8,4.5,9,3,2023,0
772132.28,2228.0,3,2.5,Suburbs,0.7,1965,1,1,2022-03-27,Multi-Family,346.55847396768405,61,Historic,5.5,6.5,3,1,2022,1
709726.66,2526.0,3,2.6,Industrial,0.4,2008,0,1,2021-09-05,Townhouse,280.96859065716546,18,Modern,5.6,4.0,9,3,2021,1
999851.92,3608.0,4,3.6,Suburbs,0.7,2005,1,0,2020-08-09,Townhouse,277.1208203991131,21,Vintage,7.6,4.5,8,3,2020,1
760214.92,1858.0,4,3.2,Riverside,0.85,1984,2,0,2021-07-27,Townhouse,409.1576533907428,42,Vintage,7.2,6.25,7,3,2021,0
592473.16,1361.0,3,2.6,Riverside,0.85,1957,1,0,2021-01-10,Multi-Family,435.32193975018373,69,Historic,5.6,5.25,1,1,2021,1
502238.66,896.0,3,2.5,Industrial,0.4,2010,1,0,2020-04-30,Townhouse,560.5342187499999,16,Modern,5.5,3.0,4,2,2020,0
650454.99,1415.0,4,3.3,Hillside,0.95,1976,1,0,2020-06-08,Multi-Family,459.6855053003533,50,Historic,7.3,5.75,6,2,2020,0
721622.36,1973.0,1,1.0,Downtown,0.9,1969,1,0,2024-01-30,Single Family,365.7487886467309,57,Historic,2.0,5.5,1,1,2024,0
836908.96,3435.0,4,3.0,Industrial,0.4,2006,1,0,2020-09-25,Single Family,243.64161863173217,20,Vintage,7.0,3.0,9,3,2020,0
705055.37,1585.0,2,2.1,Hillside,0.95,2019,0,0,2020-06-18,Condo,444.8298864353312,7,Modern,4.1,4.75,6,2,2020,0
683059.47,1986.0,3,2.5,Downtown,0.9,1951,0,0,2022-09-10,Multi-Family,343.93729607250754,75,Historic,5.5,4.5,9,3,2022,1
900817.52,2950.0,3,2.9,Downtown,0.9,1976,1,1,2022-02-16,Multi-Family,305.3618711864407,50,Historic,5.9,7.5,2,1,2022,0
1007152.64,4021.0,4,3.2,Riverside,0.85,1981,2,0,2020-06-23,Condo,250.47317582690874,45,Vintage,7.2,6.25,6,2,2020,0
677917.71,1575.0,2,2.1,Suburbs,0.7,1999,1,0,2023-05-05,Single Family,430.42394285714283,27,Vintage,4.1,4.5,5,2,2023,0
684965.62,1608.0,3,2.4,Downtown,0.9,2013,1,0,2020-08-06,Condo,425.97364427860697,13,Modern,5.4,5.5,8,3,2020,0
882131.03,1998.0,3,2.3,Suburbs,0.7,1989,1,0,2024-01-07,Multi-Family,441.50702202202206,37,Vintage,5.3,4.5,1,1,2024,1
879444.16,2545.0,4,2.8,Downtown,0.9,1982,1,1,2024-01-08,Multi-Family,345.557626719057,44,Vintage,6.8,7.5,1,1,2024,0
880278.16,3477.0,2,2.3,Riverside,0.85,1978,1,0,2021-07-23,Single Family,253.17174575783721,48,Vintage,4.3,5.25,7,3,2021,0
836492.41,2467.0,4,3.0,Downtown,0.9,1982,1,0,2022-01-25,Townhouse,339.07272395622215,44,Vintage,7.0,5.5,1,1,2022,0
513756.49,1712.0,3,2.8,Industrial,0.4,1966,3,0,2020-09-06,Condo,300.09140771028035,60,Historic,5.8,5.0,9,3,2020,1
845071.04,2472.0,2,1.6,Hillside,0.95,2023,1,0,2021-01-14,Townhouse,341.85721682847895,3,New,3.6,5.75,1,1,2021,0
943550.62,2886.0,4,3.7,Downtown,0.9,2014,2,0,2022-04-09,Single Family,326.94061677061677,12,Modern,7.7,6.5,4,2,2022,1
778033.51,2656.0,1,1.9,Hillside,0.95,1992,3,0,2022-11-16,Condo,292.93430346385543,34,Vintage,2.9,7.75,11,4,2022,0
880985.33,2405.0,3,2.1,Hillside,0.95,2012,2,0,2023-04-25,Condo,366.3140665280665,14,Modern,5.1,6.75,4,2,2023,0
871310.64,2853.0,1,1.0,Riverside,0.85,2007,1,0,2022-09-07,Townhouse,305.401556256572,19,Modern,2.0,5.25,9,3,2022,0
895061.32,2935.0,3,2.8,Hillside,0.95,1992,2,0,2021-06-23,Multi-Family,304.9612674616695,34,Vintage,5.8,6.75,6,2,2021,0
892954.5,3105.0,3,2.8,Riverside,0.85,1986,1,0,2020-06-10,Townhouse,287.58599033816427,40,Vintage,5.8,5.25,6,2,2020,0
833352.38,2518.0,3,2.8,Downtown,0.9,1995,3,1,2023-01-13,Townhouse,330.95805401111994,31,Vintage,5.8,9.5,1,1,2023,0
652462.51,1866.0,3,2.4,Suburbs,0.7,1974,2,0,2020-02-16,Multi-Family,349.6583654876742,52,Historic,5.4,5.5,2,1,2020,1
769020.58,2117.0,3,3.2,Riverside,0.85,2016,2,0,2022-03-05,Condo,363.25960321209254,10,Modern,6.2,6.25,3,1,2022,1
843577.87,2965.0,2,1.9,Hillside,0.95,2000,1,0,2021-05-31,Multi-Family,284.5119291736931,26,Vintage,3.9,5.75,5,2,2021,0
740592.56,1346.0,3,2.2,Hillside,0.95,2023,0,0,2023-09-05,Multi-Family,550.2173551263002,3,New,5.2,4.75,9,3,2023,0
809983.83,2294.0,5,3.9,Downtown,0.9,1987,2,1,2020-09-29,Single Family,353.0879816913688,39,Vintage,8.9,8.5,9,3,2020,0
709351.16,1685.0,4,2.9,Riverside,0.85,1987,0,0,2020-02-26,Townhouse,420.9799169139466,39,Vintage,6.9,4.25,2,1,2020,0
711674.4,2022.0,2,2.4,Downtown,0.9,1950,0,0,2020-11-08,Townhouse,351.9655786350148,76,Historic,4.4,4.5,11,4,2020,1
810918.22,3022.0,1,1.0,Riverside,0.85,2003,2,0,2021-07-13,Single Family,268.3382594308405,23,Vintage,2.0,6.25,7,3,2021,0
844003.92,2152.0,5,4.1,Suburbs,0.7,2014,1,0,2022-01-20,Multi-Family,392.1951301115242,12,Modern,9.1,4.5,1,1,2022,0
586543.02,2037.0,3,2.5,Industrial,0.4,1971,2,0,2020-12-09,Condo,287.94453608247426,55,Historic,5.5,4.0,12,4,2020,0
602823.24,912.0,3,2.4,Downtown,0.9,2010,1,0,2022-06-14,Condo,660.9903947368421,16,Modern,5.4,5.5,6,2,2022,0
901083.98,2597.0,4,2.7,Hillside,0.95,2007,2,1,2021-02-05,Single Family,346.9711128224875,19,Modern,6.7,8.75,2,1,2021,0
801780.89,2516.0,3,2.8,Downtown,0.9,2003,1,0,2020-10-24,Multi-Family,318.67284976152627,23,Vintage,5.8,5.5,10,4,2020,1
980261.87,3730.0,3,3.0,Riverside,0.85,1968,2,0,2022-08-22,Townhouse,262.8047908847185,58,Historic,6.0,6.25,8,3,2022,0
800142.25,1753.0,5,3.7,Downtown,0.9,2019,2,0,2023-01-13,Multi-Family,456.44167142042215,7,Modern,8.7,6.5,1,1,2023,0
722439.97,2175.0,3,2.1,Suburbs,0.7,1983,3,0,2022-07-01,Condo,332.15630804597697,43,Vintage,5.1,6.5,7,3,2022,0
743049.24,2199.0,2,2.1,Riverside,0.85,1993,0,1,2022-07-28,Townhouse,337.90324693042294,33,Vintage,4.1,6.25,7,3,2022,0
972285.54,3261.0,2,1.4,Hillside,0.95,2016,2,1,2023-08-05,Multi-Family,298.15563937442505,10,Modern,3.4,8.75,8,3,2023,1
750869.82,1923.0,2,2.3,Hillside,0.95,2001,3,0,2022-06-25,Townhouse,390.46792511700465,25,Vintage,4.3,7.75,6,2,2022,1
761241.13,2223.0,4,3.0,Riverside,0.85,1971,1,0,2020-06-16,Single Family,342.43865497076024,55,Historic,7.0,5.25,6,2,2020,0
733384.53,2486.0,2,1.6,Suburbs,0.7,1978,1,0,2020-06-13,Multi-Family,295.00584473049076,48,Vintage,3.6,4.5,6,2,2020,1
721435.75,2149.0,1,1.3,Downtown,0.9,1963,2,0,2021-05-02,Multi-Family,335.70765472312706,63,Historic,2.3,6.5,5,2,2021,1
611188.75,1642.0,5,3.7,Industrial,0.4,2011,1,0,2021-06-23,Condo,372.222137637028,15,Modern,8.7,3.0,6,2,2021,0
801995.03,2155.0,2,1.7,Hillside,0.95,1964,1,0,2023-02-04,Single Family,372.1554663573086,62,Historic,3.7,5.75,2,1,2023,1
753297.41,2858.0,1,1.3,Suburbs,0.7,1963,0,1,2021-03-05,Condo,263.5750209937019,63,Historic,2.3,5.5,3,1,2021,0
651669.15,1178.0,2,1.2,Suburbs,0.7,2016,0,0,2022-04-25,Townhouse,553.1996179966044,10,Modern,3.2,3.5,4,2,2022,0
705318.92,2106.0,2,2.4,Suburbs,0.7,1971,2,0,2022-07-27,Multi-Family,334.90926875593544,55,Historic,4.4,5.5,7,3,2022,0
647904.04,1439.0,3,2.6,Downtown,0.9,1956,3,1,2022-01-05,Townhouse,450.24603196664356,70,Historic,5.6,9.5,1,1,2022,0
890886.76,2956.0,3,3.6,Suburbs,0.7,1956,2,1,2023-01-19,Condo,301.38253044654937,70,Historic,6.6,7.5,1,1,2023,0
546529.39,781.0,4,3.0,Suburbs,0.7,1966,1,1,2023-06-30,Multi-Family,699.7815492957747,60,Historic,7.0,6.5,6,2,2023,0
719525.78,1552.0,3,2.9,Riverside,0.85,1981,1,0,2022-05-15,Condo,463.61197164948453,45,Vintage,5.9,5.25,5,2,2022,1
822549.2,2301.0,3,2.8,Riverside,0.85,2005,2,0,2022-02-14,Townhouse,357.4746631899174,21,Vintage,5.8,6.25,2,1,2022,0
945553.18,1998.0,3,3.0,Suburbs,0.7,2011,1,0,2021-07-08,Townhouse,473.24983983983986,15,Modern,6.0,4.5,7,3,2021,0
